10/06/2025,Unknown,06:47:51,"SP-613, Mirante do Paranapanema - SP, 19260-000, Brasil",00:00:54,"0,07",7,06:48:45,"SP-613, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:51,00:02:47
10/06/2025,Unknown,06:51:32,"SP-613, Mirante do Paranapanema - SP, 19260-000, Brasil",00:20:57,"17,27",80,07:12:29,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 07:42,00:29:54
10/06/2025,Unknown,07:42:23,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:12:51,"9,96",78,07:55:14,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 07:57,00:02:06
10/06/2025,Unknown,07:57:20,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:36:37,"17,40",79,08:33:57,"Avenida Cuiabá, 40, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 13:59,05:25:13
Totais,,,,01:52:51,"60,69",,,,,,,06:15:58
Médias,,,,00:18:48,"10,12",,,,,,,01:02:39
Descrição do ativo,,Teodoro|Micro VW|GJA6J66 - DVR,,,,,,,,,,
Número de registro,,GJA6J66,,,,,,,,,,
ID do ativo,,54,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,Unknown,05:33:39,"Avenida Cuiabá, 40, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:55,"0,15",10,05:34:34,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 05:38,00:03:38
10/06/2025,Unknown,05:38:12,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:08,"0,03",5,05:38:20,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 05:59,00:21:18
10/06/2025,Sueli De Peder,05:59:38,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",00:46:03,"17,42",73,06:45:41,"SP-613, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:58,00:12:51
10/06/2025,Sueli De Peder,06:58:32,"SP-613, Mirante do Paranapanema - SP, 19260-000, Brasil",00:27:22,"13,28",77,07:25:54,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 08:55,01:29:29
10/06/2025,Viviane Rosa Leme novo,08:55:23,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:26,"0,08",7,08:55:49,"Avenida Cuiabá, 40, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 11:11,02:16:05
Totais,,,,01:14:54,"30,96",,,,,,,04:23:21
Médias,,,,00:14:58,"6,19",,,,,,,00:52:40
Descrição do ativo,,Teodoro|MLU-9B46,,,,,,,,,,
Número de registro,,MLU9B46,,,,,,,,,,
ID do ativo,,87,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,Unknown,05:36:13,"Rua Doutor Carlos Helbis, 520, Mirante do Paranapanema - SP, 19260-000, Brasil",01:26:49,"57,20",78,07:03:02,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 16:01,08:58:52
Totais,,,,01:26:49,"57,20",,,,,,,08:58:52
Médias,,,,01:26:49,"57,20",,,,,,,08:58:52
Descrição do ativo,,Teodoro|Ônibus|SDM-4A12 - DVR,,,,,,,,,,
Número de registro,,SDM4A12,,,,,,,,,,
ID do ativo,,80,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,Luiz Fernando Oliveira Padim,05:32:25,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",01:21:52,"53,10",77,06:54:17,"Estrada Mun. Mirante do Paranapanema, 22177, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:57,00:02:47
10/06/2025,Luiz Fernando Oliveira Padim,06:57:04,"Estrada Mun. Mirante do Paranapanema, 22178, Mirante do Paranapanema - SP, 19260-000, Brasil",00:32:29,"15,10",56,07:29:33,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 07:31,00:02:13
10/06/2025,Luiz Fernando Oliveira Padim,07:31:46,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:29:03,"29,00",78,08:00:49,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 08:10,00:09:22
10/06/2025,Luiz Fernando Oliveira Padim,08:10:11,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",00:00:50,"0,10",17,08:11:01,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 13:23,05:12:54
Totais,,,,02:24:14,"97,30",,,,,,,05:27:16
Médias,,,,00:36:03,"24,33",,,,,,,01:21:49
Descrição do ativo,,Teodoro|RDT-3I06,,,,,,,,,,
Número de registro,,RDT3I06,,,,,,,,,,
ID do ativo,,3,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,Unknown,05:28:15,"Avenida Cuiabá, 104, Teodoro Sampaio - SP, 19280-000, Brasil",00:51:40,"28,47",76,06:19:55,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:23,00:03:27
10/06/2025,Unknown,06:23:22,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:02:57,"0,79",28,06:26:19,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:34,00:07:46
10/06/2025,Unknown,06:34:05,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:05:21,"1,69",25,06:39:26,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:46,00:06:53
10/06/2025,Unknown,06:46:19,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:05:55,"1,66",23,06:52:14,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 07:27,00:35:06
10/06/2025,Unknown,07:27:20,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:50:32,"27,02",78,08:17:52,"Avenida Cuiabá, 79, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 08:40,00:22:08
10/06/2025,Unknown,08:40:00,"Avenida Cuiabá, 79, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:06,"0,02",6,08:40:06,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 08:44,00:04:21
10/06/2025,Unknown,08:44:27,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:01:18,"0,14",7,08:45:45,"Avenida Cuiabá, 40, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 09:42,00:57:06
10/06/2025,Unknown,09:42:51,"Avenida Cuiabá, 40, Teodoro Sampaio - SP, 19280-000, Brasil",00:01:02,"0,16",12,09:43:53,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 10:25,00:41:58
Totais,,,,01:58:51,"59,94",,,,,,,02:58:45
Médias,,,,00:14:51,"7,49",,,,,,,00:22:20
Descrição do ativo,,Teodoro|TKF-7H59,,,,,,,,,,
Número de registro,,TKF7H59,,,,,,,,,,
ID do ativo,,119,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,Cesar Gonçalves de Oliveira,05:02:06,"Avenida Euclides da Cunha, Euclides da Cunha Paulista - SP, 19275-000, Brasil",00:57:12,"51,90",79,05:59:18,"Rua Salvador Moreno Munhoz, 1185, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 06:08,00:09:08
10/06/2025,Cesar Gonçalves de Oliveira,06:08:26,"Rua Salvador Moreno Munhoz, 1185, Teodoro Sampaio - SP, 19280-000, Brasil",00:44:17,"35,70",59,06:52:43,"Estrada Spv-030, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:58,00:05:17
10/06/2025,Cesar Gonçalves de Oliveira,06:58:00,"Estrada Spv-030, Mirante do Paranapanema - SP, 19260-000, Brasil",01:40:19,"86,80",78,08:38:19,"Avenida Euclides da Cunha, Euclides da Cunha Paulista - SP, 19275-000, Brasil",,,10/06/2025 09:49,01:11:03
10/06/2025,Cesar Gonçalves de Oliveira,09:49:22,"Avenida Euclides da Cunha, Euclides da Cunha Paulista - SP, 19275-000, Brasil",00:50:37,"48,50",78,10:39:59,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 11:14,00:34:52
Totais,,,,04:12:25,"222,90",,,,,,,02:00:20
Médias,,,,01:03:06,"55,73",,,,,,,00:30:05
Descrição do ativo,,Teodoro|Van|DRF-4E95 - DVR,,,,,,,,,,
Número de registro,,DRF4E95,,,,,,,,,,
ID do ativo,,41,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,Unknown,05:11:45,"Rua Doutor Carlos Helbis, 610, Mirante do Paranapanema - SP, 19260-000, Brasil",00:01:15,"0,26",22,05:13:00,"Rua Carlito Cubtiza, 611, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 05:18,00:05:20
10/06/2025,Unknown,05:18:20,"Rua Carlito Cubtiza, 601, Mirante do Paranapanema - SP, 19260-000, Brasil",00:01:37,"0,28",17,05:19:57,"Rua Doutor Carlos Helbis, 500, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 05:28,00:08:33
10/06/2025,SEBASTIAO VALIN JUNIOR,05:28:30,"Rua Doutor Carlos Helbis, 500, Mirante do Paranapanema - SP, 19260-000, Brasil",00:02:01,"0,35",21,05:30:31,"Rua Antônio Marques, 1066, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 05:39,00:08:34
10/06/2025,SEBASTIAO VALIN JUNIOR,05:39:05,"Rua Antônio Marques, 1066, Mirante do Paranapanema - SP, 19260-000, Brasil",00:01:22,"0,41",30,05:40:27,"Rua Doutor Carlos Helbis, 610, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 05:44,00:04:19
10/06/2025,SEBASTIAO VALIN JUNIOR,05:44:46,"Rua Doutor Carlos Helbis, 610, Mirante do Paranapanema - SP, 19260-000, Brasil",00:14:11,"10,40",70,05:58:57,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:05,00:06:23
10/06/2025,SEBASTIAO VALIN JUNIOR,06:05:20,"Rodovia Olímpio Ferreira da Silva, Mirante do Paranapanema - SP, 19260-000, Brasil",00:40:05,"35,61",73,06:45:25,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 06:47,00:02:10
10/06/2025,SEBASTIAO VALIN JUNIOR,06:47:35,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:11:15,"2,50",24,06:58:50,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 07:26,00:27:46
10/06/2025,SEBASTIAO VALIN JUNIOR,07:26:36,"Rodovia Gen. Euclides de O. Figueiredo, Mirante do Paranapanema - SP, 19260-000, Brasil",00:24:47,"19,20",78,07:51:23,"Avenida Cuiabá, 79, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 10:05,02:13:44
Totais,,,,01:36:33,"68,99",,,,,,,03:16:49
Médias,,,,00:12:04,"8,62",,,,,,,00:24:36
Descrição do ativo,,Teodoro|Van|EHC-2I45 - DVR,,,,,,,,,,
Número de registro,,EHC2I45,,,,,,,,,,
ID do ativo,,42,,,,,,,,,,
Nome da garagem,,Teodoro Sampaio,,,,,,,,,,
Data de saída,Motorista,Horário de saída,Saída de,Tempo de Condução (hh:mm:ss),distância (km),Vel max (Km/h),Hora de chegada,Chegou em,,,Próxima Partida,Tempo parado na localidade. (hh:mm:ss)
10/06/2025,CLAUDINEIA FIRMINO DOS ANJOS,05:49:52,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:14:09,"4,04",33,06:04:01,"Rua Salvador Moreno Munhoz, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 06:31,00:27:54
10/06/2025,CLAUDINEIA FIRMINO DOS ANJOS,06:31:55,"Rua Salvador Moreno Munhoz, Teodoro Sampaio - SP, 19280-000, Brasil",00:31:48,"25,26",59,07:03:43,"Estrada Spv-031, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 07:09,00:05:48
10/06/2025,CLAUDINEIA FIRMINO DOS ANJOS,07:09:31,"Estrada Spv-031, Teodoro Sampaio - SP, 19280-000, Brasil",00:35:25,"22,12",59,07:44:56,"Estrada Spv-030, Marabá Paulista - SP, 19430-000, Brasil",,,10/06/2025 07:53,00:08:49
10/06/2025,CLAUDINEIA FIRMINO DOS ANJOS,07:53:45,"Estrada Spv-030, Marabá Paulista - SP, 19430-000, Brasil",00:21:31,"13,11",49,08:15:16,"SP-563, Mirante do Paranapanema - SP, 19260-000, Brasil",,,10/06/2025 08:23,00:07:52
10/06/2025,CLAUDINEIA FIRMINO DOS ANJOS,08:23:08,"SP-563, Mirante do Paranapanema - SP, 19260-000, Brasil",00:52:03,"33,50",76,09:15:11,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 09:19,00:04:38
10/06/2025,CLAUDINEIA FIRMINO DOS ANJOS,09:19:49,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",00:00:30,"0,07",9,09:20:19,"Rua Odilon Ferreira, 142, Teodoro Sampaio - SP, 19280-000, Brasil",,,10/06/2025 10:54,01:34:10
Totais,,,,02:35:26,"98,10",,,,,,,02:29:11
Médias,,,,00:25:54,"16,35",,,,,,,00:24:51
